Title,"Item Code","Zone Name","ISO Code",Year,Unit,Value,Note
"Energy savings from industry since 2000",savindcum,"European Union",EU,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2001,Mtoe,1.4,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2002,Mtoe,6.94,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2003,Mtoe,10.1,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2004,Mtoe,14.33,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2005,Mtoe,18.04,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2006,Mtoe,30.65,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2007,Mtoe,36.54,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2008,Mtoe,37.39,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2009,Mtoe,40.4,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2010,Mtoe,42.57,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2011,Mtoe,48.29,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2012,Mtoe,48.29,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2013,Mtoe,48.66,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2014,Mtoe,51.21,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2015,Mtoe,55.85,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2016,Mtoe,56.8,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2017,Mtoe,57.8,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2018,Mtoe,60.53,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2019,Mtoe,62.81,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2020,Mtoe,64.05,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2021,Mtoe,69.94,
"Energy savings from industry since 2000",savindcum,"European Union",EU,2022,Mtoe,83.36,
"Energy savings from industry since 2000",savindcum,Austria,AT,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Austria,AT,2001,Mtoe,0.19,
"Energy savings from industry since 2000",savindcum,Austria,AT,2002,Mtoe,0.25,
"Energy savings from industry since 2000",savindcum,Austria,AT,2003,Mtoe,0.29,
"Energy savings from industry since 2000",savindcum,Austria,AT,2004,Mtoe,0.42,
"Energy savings from industry since 2000",savindcum,Austria,AT,2005,Mtoe,0.51,
"Energy savings from industry since 2000",savindcum,Austria,AT,2006,Mtoe,0.61,
"Energy savings from industry since 2000",savindcum,Austria,AT,2007,Mtoe,0.81,
"Energy savings from industry since 2000",savindcum,Austria,AT,2008,Mtoe,0.83,
"Energy savings from industry since 2000",savindcum,Austria,AT,2009,Mtoe,0.83,
"Energy savings from industry since 2000",savindcum,Austria,AT,2010,Mtoe,0.83,
"Energy savings from industry since 2000",savindcum,Austria,AT,2011,Mtoe,0.84,
"Energy savings from industry since 2000",savindcum,Austria,AT,2012,Mtoe,0.84,
"Energy savings from industry since 2000",savindcum,Austria,AT,2013,Mtoe,0.94,
"Energy savings from industry since 2000",savindcum,Austria,AT,2014,Mtoe,1.08,
"Energy savings from industry since 2000",savindcum,Austria,AT,2015,Mtoe,1.12,
"Energy savings from industry since 2000",savindcum,Austria,AT,2016,Mtoe,1.15,
"Energy savings from industry since 2000",savindcum,Austria,AT,2017,Mtoe,1.24,
"Energy savings from industry since 2000",savindcum,Austria,AT,2018,Mtoe,1.26,
"Energy savings from industry since 2000",savindcum,Austria,AT,2019,Mtoe,1.33,
"Energy savings from industry since 2000",savindcum,Austria,AT,2020,Mtoe,1.42,
"Energy savings from industry since 2000",savindcum,Austria,AT,2021,Mtoe,1.46,
"Energy savings from industry since 2000",savindcum,Austria,AT,2022,Mtoe,1.51,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2001,Mtoe,0.51,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2002,Mtoe,1.59,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2003,Mtoe,1.8,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2004,Mtoe,2.75,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2005,Mtoe,2.84,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2006,Mtoe,3.55,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2007,Mtoe,3.75,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2008,Mtoe,4.19,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2009,Mtoe,4.28,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2010,Mtoe,4.28,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2011,Mtoe,4.49,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2012,Mtoe,4.5,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2013,Mtoe,4.55,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2014,Mtoe,4.77,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2015,Mtoe,4.8,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2016,Mtoe,4.83,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2017,Mtoe,4.87,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2018,Mtoe,4.98,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2019,Mtoe,5.33,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2020,Mtoe,5.51,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2021,Mtoe,6.88,
"Energy savings from industry since 2000",savindcum,Belgium,BE,2022,Mtoe,7.13,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2001,Mtoe,0.09,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2002,Mtoe,0.34,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2003,Mtoe,0.61,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2004,Mtoe,0.92,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2005,Mtoe,1.18,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2006,Mtoe,1.37,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2007,Mtoe,1.51,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2008,Mtoe,1.84,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2009,Mtoe,2.08,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2010,Mtoe,2.24,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2011,Mtoe,2.25,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2012,Mtoe,2.25,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2013,Mtoe,2.25,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2014,Mtoe,2.26,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2015,Mtoe,2.26,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2016,Mtoe,2.3,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2017,Mtoe,2.36,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2018,Mtoe,2.42,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2019,Mtoe,2.49,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2020,Mtoe,2.51,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2021,Mtoe,2.53,
"Energy savings from industry since 2000",savindcum,Bulgaria,BG,2022,Mtoe,2.71,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2001,Mtoe,0.07,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2002,Mtoe,0.15,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2003,Mtoe,0.23,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2004,Mtoe,0.26,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2005,Mtoe,0.27,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2006,Mtoe,0.32,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2007,Mtoe,0.35,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2008,Mtoe,0.37,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2009,Mtoe,0.37,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2010,Mtoe,0.37,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2011,Mtoe,0.37,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2012,Mtoe,0.44,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2013,Mtoe,0.45,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2014,Mtoe,0.46,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2015,Mtoe,0.49,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2016,Mtoe,0.52,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2017,Mtoe,0.54,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2018,Mtoe,0.54,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2019,Mtoe,0.54,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2020,Mtoe,0.55,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2021,Mtoe,0.58,
"Energy savings from industry since 2000",savindcum,Croatia,HR,2022,Mtoe,0.66,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2001,Mtoe,0.02,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2002,Mtoe,0.03,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2003,Mtoe,0.05,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2004,Mtoe,0.05,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2005,Mtoe,0.18,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2006,Mtoe,0.22,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2007,Mtoe,0.23,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2008,Mtoe,0.24,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2009,Mtoe,0.24,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2010,Mtoe,0.24,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2011,Mtoe,0.25,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2012,Mtoe,0.28,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2013,Mtoe,0.28,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2014,Mtoe,0.28,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2015,Mtoe,0.28,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2016,Mtoe,0.28,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2017,Mtoe,0.28,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2018,Mtoe,0.3,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2019,Mtoe,0.32,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2020,Mtoe,0.32,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2021,Mtoe,0.32,
"Energy savings from industry since 2000",savindcum,Cyprus,CY,2022,Mtoe,0.32,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2001,Mtoe,0.87,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2002,Mtoe,1.24,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2003,Mtoe,1.84,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2004,Mtoe,2.22,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2005,Mtoe,2.68,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2006,Mtoe,2.83,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2007,Mtoe,3.43,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2008,Mtoe,3.63,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2009,Mtoe,3.67,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2010,Mtoe,3.8,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2011,Mtoe,4,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2012,Mtoe,4.02,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2013,Mtoe,4.14,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2014,Mtoe,4.49,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2015,Mtoe,4.57,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2016,Mtoe,4.68,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2017,Mtoe,4.74,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2018,Mtoe,4.82,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2019,Mtoe,4.89,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2020,Mtoe,4.9,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2021,Mtoe,4.93,
"Energy savings from industry since 2000",savindcum,Czechia,CZ,2022,Mtoe,5.03,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2001,Mtoe,0.04,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2002,Mtoe,0.12,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2003,Mtoe,0.2,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2004,Mtoe,0.22,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2005,Mtoe,0.26,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2006,Mtoe,0.33,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2007,Mtoe,0.39,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2008,Mtoe,0.57,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2009,Mtoe,0.58,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2010,Mtoe,0.59,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2011,Mtoe,0.59,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2012,Mtoe,0.62,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2013,Mtoe,0.73,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2014,Mtoe,0.82,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2015,Mtoe,0.85,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2016,Mtoe,0.92,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2017,Mtoe,0.93,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2018,Mtoe,0.97,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2019,Mtoe,1.04,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2020,Mtoe,1.05,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2021,Mtoe,1.05,
"Energy savings from industry since 2000",savindcum,Denmark,DK,2022,Mtoe,1.21,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2001,Mtoe,0.03,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2002,Mtoe,0.13,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2003,Mtoe,0.18,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2004,Mtoe,0.19,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2005,Mtoe,0.22,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2006,Mtoe,0.31,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2007,Mtoe,0.35,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2008,Mtoe,0.39,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2009,Mtoe,0.4,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2010,Mtoe,0.41,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2011,Mtoe,0.45,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2012,Mtoe,0.45,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2013,Mtoe,0.47,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2014,Mtoe,0.49,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2015,Mtoe,0.5,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2016,Mtoe,0.6,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2017,Mtoe,0.62,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2018,Mtoe,0.63,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2019,Mtoe,0.65,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2020,Mtoe,0.7,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2021,Mtoe,0.73,
"Energy savings from industry since 2000",savindcum,Estonia,EE,2022,Mtoe,0.75,
"Energy savings from industry since 2000",savindcum,Finland,FI,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Finland,FI,2001,Mtoe,0.11,
"Energy savings from industry since 2000",savindcum,Finland,FI,2002,Mtoe,0.25,
"Energy savings from industry since 2000",savindcum,Finland,FI,2003,Mtoe,0.68,
"Energy savings from industry since 2000",savindcum,Finland,FI,2004,Mtoe,0.96,
"Energy savings from industry since 2000",savindcum,Finland,FI,2005,Mtoe,1.03,
"Energy savings from industry since 2000",savindcum,Finland,FI,2006,Mtoe,1.22,
"Energy savings from industry since 2000",savindcum,Finland,FI,2007,Mtoe,1.26,
"Energy savings from industry since 2000",savindcum,Finland,FI,2008,Mtoe,1.27,
"Energy savings from industry since 2000",savindcum,Finland,FI,2009,Mtoe,1.27,
"Energy savings from industry since 2000",savindcum,Finland,FI,2010,Mtoe,1.28,
"Energy savings from industry since 2000",savindcum,Finland,FI,2011,Mtoe,1.3,
"Energy savings from industry since 2000",savindcum,Finland,FI,2012,Mtoe,1.31,
"Energy savings from industry since 2000",savindcum,Finland,FI,2013,Mtoe,1.31,
"Energy savings from industry since 2000",savindcum,Finland,FI,2014,Mtoe,1.32,
"Energy savings from industry since 2000",savindcum,Finland,FI,2015,Mtoe,1.37,
"Energy savings from industry since 2000",savindcum,Finland,FI,2016,Mtoe,1.38,
"Energy savings from industry since 2000",savindcum,Finland,FI,2017,Mtoe,1.39,
"Energy savings from industry since 2000",savindcum,Finland,FI,2018,Mtoe,1.41,
"Energy savings from industry since 2000",savindcum,Finland,FI,2019,Mtoe,1.42,
"Energy savings from industry since 2000",savindcum,Finland,FI,2020,Mtoe,1.45,
"Energy savings from industry since 2000",savindcum,Finland,FI,2021,Mtoe,1.47,
"Energy savings from industry since 2000",savindcum,Finland,FI,2022,Mtoe,1.5,
"Energy savings from industry since 2000",savindcum,France,FR,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,France,FR,2001,Mtoe,0.26,
"Energy savings from industry since 2000",savindcum,France,FR,2002,Mtoe,0.39,
"Energy savings from industry since 2000",savindcum,France,FR,2003,Mtoe,0.47,
"Energy savings from industry since 2000",savindcum,France,FR,2004,Mtoe,1.72,
"Energy savings from industry since 2000",savindcum,France,FR,2005,Mtoe,3.46,
"Energy savings from industry since 2000",savindcum,France,FR,2006,Mtoe,4.44,
"Energy savings from industry since 2000",savindcum,France,FR,2007,Mtoe,4.98,
"Energy savings from industry since 2000",savindcum,France,FR,2008,Mtoe,5.36,
"Energy savings from industry since 2000",savindcum,France,FR,2009,Mtoe,5.49,
"Energy savings from industry since 2000",savindcum,France,FR,2010,Mtoe,5.49,
"Energy savings from industry since 2000",savindcum,France,FR,2011,Mtoe,5.67,
"Energy savings from industry since 2000",savindcum,France,FR,2012,Mtoe,5.67,
"Energy savings from industry since 2000",savindcum,France,FR,2013,Mtoe,5.67,
"Energy savings from industry since 2000",savindcum,France,FR,2014,Mtoe,5.75,
"Energy savings from industry since 2000",savindcum,France,FR,2015,Mtoe,5.75,
"Energy savings from industry since 2000",savindcum,France,FR,2016,Mtoe,5.75,
"Energy savings from industry since 2000",savindcum,France,FR,2017,Mtoe,5.83,
"Energy savings from industry since 2000",savindcum,France,FR,2018,Mtoe,5.88,
"Energy savings from industry since 2000",savindcum,France,FR,2019,Mtoe,5.93,
"Energy savings from industry since 2000",savindcum,France,FR,2020,Mtoe,5.97,
"Energy savings from industry since 2000",savindcum,France,FR,2021,Mtoe,6.04,
"Energy savings from industry since 2000",savindcum,France,FR,2022,Mtoe,6.14,
"Energy savings from industry since 2000",savindcum,Germany,DE,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Germany,DE,2001,Mtoe,0.45,
"Energy savings from industry since 2000",savindcum,Germany,DE,2002,Mtoe,0.68,
"Energy savings from industry since 2000",savindcum,Germany,DE,2003,Mtoe,3,
"Energy savings from industry since 2000",savindcum,Germany,DE,2004,Mtoe,3.01,
"Energy savings from industry since 2000",savindcum,Germany,DE,2005,Mtoe,3.56,
"Energy savings from industry since 2000",savindcum,Germany,DE,2006,Mtoe,4.37,
"Energy savings from industry since 2000",savindcum,Germany,DE,2007,Mtoe,5.22,
"Energy savings from industry since 2000",savindcum,Germany,DE,2008,Mtoe,5.77,
"Energy savings from industry since 2000",savindcum,Germany,DE,2009,Mtoe,5.93,
"Energy savings from industry since 2000",savindcum,Germany,DE,2010,Mtoe,5.93,
"Energy savings from industry since 2000",savindcum,Germany,DE,2011,Mtoe,6.38,
"Energy savings from industry since 2000",savindcum,Germany,DE,2012,Mtoe,6.38,
"Energy savings from industry since 2000",savindcum,Germany,DE,2013,Mtoe,6.38,
"Energy savings from industry since 2000",savindcum,Germany,DE,2014,Mtoe,6.65,
"Energy savings from industry since 2000",savindcum,Germany,DE,2015,Mtoe,6.66,
"Energy savings from industry since 2000",savindcum,Germany,DE,2016,Mtoe,6.67,
"Energy savings from industry since 2000",savindcum,Germany,DE,2017,Mtoe,6.74,
"Energy savings from industry since 2000",savindcum,Germany,DE,2018,Mtoe,6.8,
"Energy savings from industry since 2000",savindcum,Germany,DE,2019,Mtoe,6.86,
"Energy savings from industry since 2000",savindcum,Germany,DE,2020,Mtoe,6.86,
"Energy savings from industry since 2000",savindcum,Germany,DE,2021,Mtoe,6.99,
"Energy savings from industry since 2000",savindcum,Germany,DE,2022,Mtoe,7.07,
"Energy savings from industry since 2000",savindcum,Greece,GR,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Greece,GR,2001,Mtoe,0.12,
"Energy savings from industry since 2000",savindcum,Greece,GR,2002,Mtoe,0.41,
"Energy savings from industry since 2000",savindcum,Greece,GR,2003,Mtoe,0.65,
"Energy savings from industry since 2000",savindcum,Greece,GR,2004,Mtoe,0.85,
"Energy savings from industry since 2000",savindcum,Greece,GR,2005,Mtoe,0.92,
"Energy savings from industry since 2000",savindcum,Greece,GR,2006,Mtoe,1.07,
"Energy savings from industry since 2000",savindcum,Greece,GR,2007,Mtoe,1.12,
"Energy savings from industry since 2000",savindcum,Greece,GR,2008,Mtoe,1.15,
"Energy savings from industry since 2000",savindcum,Greece,GR,2009,Mtoe,1.18,
"Energy savings from industry since 2000",savindcum,Greece,GR,2010,Mtoe,1.23,
"Energy savings from industry since 2000",savindcum,Greece,GR,2011,Mtoe,1.28,
"Energy savings from industry since 2000",savindcum,Greece,GR,2012,Mtoe,1.34,
"Energy savings from industry since 2000",savindcum,Greece,GR,2013,Mtoe,1.4,
"Energy savings from industry since 2000",savindcum,Greece,GR,2014,Mtoe,1.4,
"Energy savings from industry since 2000",savindcum,Greece,GR,2015,Mtoe,1.4,
"Energy savings from industry since 2000",savindcum,Greece,GR,2016,Mtoe,1.47,
"Energy savings from industry since 2000",savindcum,Greece,GR,2017,Mtoe,1.7,
"Energy savings from industry since 2000",savindcum,Greece,GR,2018,Mtoe,1.71,
"Energy savings from industry since 2000",savindcum,Greece,GR,2019,Mtoe,1.82,
"Energy savings from industry since 2000",savindcum,Greece,GR,2020,Mtoe,1.83,
"Energy savings from industry since 2000",savindcum,Greece,GR,2021,Mtoe,1.83,
"Energy savings from industry since 2000",savindcum,Greece,GR,2022,Mtoe,1.9,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2001,Mtoe,0.16,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2002,Mtoe,0.23,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2003,Mtoe,0.41,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2004,Mtoe,0.65,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2005,Mtoe,0.74,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2006,Mtoe,0.88,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2007,Mtoe,1.1,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2008,Mtoe,1.13,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2009,Mtoe,1.2,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2010,Mtoe,1.25,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2011,Mtoe,1.28,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2012,Mtoe,1.31,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2013,Mtoe,1.31,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2014,Mtoe,1.33,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2015,Mtoe,1.36,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2016,Mtoe,1.36,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2017,Mtoe,1.4,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2018,Mtoe,1.44,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2019,Mtoe,1.46,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2020,Mtoe,1.46,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2021,Mtoe,1.49,
"Energy savings from industry since 2000",savindcum,Hungary,HU,2022,Mtoe,1.56,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2001,Mtoe,0.18,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2002,Mtoe,0.34,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2003,Mtoe,0.43,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2004,Mtoe,0.52,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2005,Mtoe,0.57,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2006,Mtoe,0.64,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2007,Mtoe,0.8,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2008,Mtoe,0.81,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2009,Mtoe,0.88,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2010,Mtoe,0.89,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2011,Mtoe,0.97,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2012,Mtoe,1,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2013,Mtoe,1.04,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2014,Mtoe,1.12,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2015,Mtoe,1.13,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2016,Mtoe,1.2,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2017,Mtoe,1.28,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2018,Mtoe,1.28,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2019,Mtoe,1.31,
"Energy savings from industry since 2000",savindcum,Ireland,IE,2020,Mtoe,1.32,
