LABEL_REGION,YEAR,MICAT_SECTOR,MICAT_FUEL,Indicator,FACTOR
Austria,2000,Average agriculture,Biomass and Waste,AP_DEATHS,3.99743009
Austria,2000,Average agriculture,Coal,AP_DEATHS,1.757041748
Austria,2000,Average agriculture,Electricity,AP_DEATHS,0.418770056
Austria,2000,Average agriculture,Gas,AP_DEATHS,0.069397034
Austria,2000,Average agriculture,Heat,AP_DEATHS,0.984639982
Austria,2000,Average agriculture,Oil,AP_DEATHS,5.203962727
Austria,2000,Average residential,Biomass and Waste,AP_DEATHS,4.5012751
Austria,2000,Average residential,Coal,AP_DEATHS,4.273413415
Austria,2000,Average residential,Electricity,AP_DEATHS,0.418770056
Austria,2000,Average residential,Gas,AP_DEATHS,0.06939676
Austria,2000,Average residential,Heat,AP_DEATHS,0.984639982
Austria,2000,Average residential,Oil,AP_DEATHS,0.604923928
Austria,2000,Average tertiary,Biomass and Waste,AP_DEATHS,1.13943348
Austria,2000,Average tertiary,Coal,AP_DEATHS,4.675059041
Austria,2000,Average tertiary,Electricity,AP_DEATHS,0.418770056
Austria,2000,Average tertiary,Gas,AP_DEATHS,0.069395675
Austria,2000,Average tertiary,Heat,AP_DEATHS,0.984639982
Austria,2000,Average tertiary,Oil,AP_DEATHS,0.88035176
Austria,2000,Average transport,Electricity,AP_DEATHS,0.418770056
Austria,2000,Average transport,Gas,AP_DEATHS,1.406570638
Austria,2000,Average transport,Heat,AP_DEATHS,0.984639982
Austria,2000,Average transport,Oil,AP_DEATHS,2.426509554
Austria,2000,Aviation,Electricity,AP_DEATHS,0.418770056
Austria,2000,Aviation,Heat,AP_DEATHS,0.984639982
Austria,2000,Aviation,Oil,AP_DEATHS,0.079573102
Austria,2000,Chemical & petrochemical,Biomass and Waste,AP_DEATHS,1.459591529
Austria,2000,Chemical & petrochemical,Coal,AP_DEATHS,1.3876306
Austria,2000,Chemical & petrochemical,Electricity,AP_DEATHS,0.418770056
Austria,2000,Chemical & petrochemical,Gas,AP_DEATHS,0.080202388
Austria,2000,Chemical & petrochemical,Heat,AP_DEATHS,0.984639982
Austria,2000,Chemical & petrochemical,Oil,AP_DEATHS,0.565166663
Austria,2000,Iron & steel,Biomass and Waste,AP_DEATHS,1.790469191
Austria,2000,Iron & steel,Coal,AP_DEATHS,0.191647008
Austria,2000,Iron & steel,Electricity,AP_DEATHS,0.418770056
Austria,2000,Iron & steel,Gas,AP_DEATHS,0.058914699
Austria,2000,Iron & steel,Heat,AP_DEATHS,0.984639982
Austria,2000,Iron & steel,Oil,AP_DEATHS,0.982931394
Austria,2000,Navigation,Electricity,AP_DEATHS,0.418770056
Austria,2000,Navigation,Heat,AP_DEATHS,0.984639982
Austria,2000,Navigation,Oil,AP_DEATHS,5.203872477
Austria,2000,Non-ferrous metals,Biomass and Waste,AP_DEATHS,1.575500684
Austria,2000,Non-ferrous metals,Coal,AP_DEATHS,0.188027718
Austria,2000,Non-ferrous metals,Electricity,AP_DEATHS,0.418770056
Austria,2000,Non-ferrous metals,Gas,AP_DEATHS,0.05891468
Austria,2000,Non-ferrous metals,Heat,AP_DEATHS,0.984639982
Austria,2000,Non-ferrous metals,Oil,AP_DEATHS,0.681786896
Austria,2000,Non-metallic minerals,Biomass and Waste,AP_DEATHS,2.838818682
Austria,2000,Non-metallic minerals,Electricity,AP_DEATHS,0.418770056
Austria,2000,Non-metallic minerals,Heat,AP_DEATHS,0.984639982
Austria,2000,Not elsewhere specified in industry,Biomass and Waste,AP_DEATHS,0.500793336
Austria,2000,Not elsewhere specified in industry,Coal,AP_DEATHS,0.188534611
Austria,2000,Not elsewhere specified in industry,Electricity,AP_DEATHS,0.418770056
Austria,2000,Not elsewhere specified in industry,Gas,AP_DEATHS,0.062586161
Austria,2000,Not elsewhere specified in industry,Heat,AP_DEATHS,0.984639982
Austria,2000,Not elsewhere specified in industry,Oil,AP_DEATHS,1.104472529
Austria,2000,Not elsewhere specified in transport,Electricity,AP_DEATHS,0.418770056
Austria,2000,Not elsewhere specified in transport,Gas,AP_DEATHS,1.458304471
Austria,2000,Not elsewhere specified in transport,Heat,AP_DEATHS,0.984639982
Austria,2000,Not elsewhere specified in transport,Oil,AP_DEATHS,6.109442111
Austria,2000,"Paper, pulp & printing",Biomass and Waste,AP_DEATHS,0.432320882
Austria,2000,"Paper, pulp & printing",Coal,AP_DEATHS,0.904547196
Austria,2000,"Paper, pulp & printing",Electricity,AP_DEATHS,0.418770056
Austria,2000,"Paper, pulp & printing",Gas,AP_DEATHS,0.062585844
Austria,2000,"Paper, pulp & printing",Heat,AP_DEATHS,0.984639982
Austria,2000,"Paper, pulp & printing",Oil,AP_DEATHS,1.487352367
Austria,2000,Rail,Electricity,AP_DEATHS,0.418770056
Austria,2000,Rail,Heat,AP_DEATHS,0.984639982
Austria,2000,Rail,Oil,AP_DEATHS,5.33902092
Austria,2000,Road,Electricity,AP_DEATHS,0.418770056
Austria,2000,Road,Gas,AP_DEATHS,0.264533306
Austria,2000,Road,Heat,AP_DEATHS,0.984639982
Austria,2000,Road,Oil,AP_DEATHS,2.502606625
Austria,2005,Average agriculture,Biomass and Waste,AP_DEATHS,2.221262657
Austria,2005,Average agriculture,Coal,AP_DEATHS,1.792819741
Austria,2005,Average agriculture,Electricity,AP_DEATHS,0.392836229
Austria,2005,Average agriculture,Gas,AP_DEATHS,0.066612916
Austria,2005,Average agriculture,Heat,AP_DEATHS,0.707866393
Austria,2005,Average agriculture,Oil,AP_DEATHS,4.669798772
Austria,2005,Average residential,Biomass and Waste,AP_DEATHS,3.239650215
Austria,2005,Average residential,Coal,AP_DEATHS,4.589662335
Austria,2005,Average residential,Electricity,AP_DEATHS,0.392836229
Austria,2005,Average residential,Gas,AP_DEATHS,0.06661285
Austria,2005,Average residential,Heat,AP_DEATHS,0.707866393
Austria,2005,Average residential,Oil,AP_DEATHS,0.442048451
Austria,2005,Average tertiary,Biomass and Waste,AP_DEATHS,1.096141104
Austria,2005,Average tertiary,Coal,AP_DEATHS,5.711292084
Austria,2005,Average tertiary,Electricity,AP_DEATHS,0.392836229
Austria,2005,Average tertiary,Gas,AP_DEATHS,0.066612833
Austria,2005,Average tertiary,Heat,AP_DEATHS,0.707866393
Austria,2005,Average tertiary,Oil,AP_DEATHS,0.585272353
Austria,2005,Average transport,Electricity,AP_DEATHS,0.392836229
Austria,2005,Average transport,Gas,AP_DEATHS,1.349563173
Austria,2005,Average transport,Heat,AP_DEATHS,0.707866393
Austria,2005,Average transport,Oil,AP_DEATHS,1.771095816
Austria,2005,Aviation,Electricity,AP_DEATHS,0.392836229
Austria,2005,Aviation,Heat,AP_DEATHS,0.707866393
Austria,2005,Aviation,Oil,AP_DEATHS,0.076381365
Austria,2005,Chemical & petrochemical,Biomass and Waste,AP_DEATHS,0.996775019
Austria,2005,Chemical & petrochemical,Coal,AP_DEATHS,1.89236425
Austria,2005,Chemical & petrochemical,Electricity,AP_DEATHS,0.392836229
Austria,2005,Chemical & petrochemical,Gas,AP_DEATHS,0.078187106
Austria,2005,Chemical & petrochemical,Heat,AP_DEATHS,0.707866393
Austria,2005,Chemical & petrochemical,Oil,AP_DEATHS,0.694996728
Austria,2005,Iron & steel,Biomass and Waste,AP_DEATHS,1.073888521
Austria,2005,Iron & steel,Coal,AP_DEATHS,0.183138913
Austria,2005,Iron & steel,Electricity,AP_DEATHS,0.392836229
Austria,2005,Iron & steel,Gas,AP_DEATHS,0.053874404
Austria,2005,Iron & steel,Heat,AP_DEATHS,0.707866393
Austria,2005,Iron & steel,Oil,AP_DEATHS,0.943567553
Austria,2005,Navigation,Electricity,AP_DEATHS,0.392836229
Austria,2005,Navigation,Heat,AP_DEATHS,0.707866393
Austria,2005,Navigation,Oil,AP_DEATHS,5.050484128
Austria,2005,Non-ferrous metals,Biomass and Waste,AP_DEATHS,0.969213528
Austria,2005,Non-ferrous metals,Coal,AP_DEATHS,0.180491096
Austria,2005,Non-ferrous metals,Electricity,AP_DEATHS,0.392836229
Austria,2005,Non-ferrous metals,Gas,AP_DEATHS,0.053873606
Austria,2005,Non-ferrous metals,Heat,AP_DEATHS,0.707866393
Austria,2005,Non-ferrous metals,Oil,AP_DEATHS,0.570070648
Austria,2005,Non-metallic minerals,Biomass and Waste,AP_DEATHS,2.227720718
Austria,2005,Non-metallic minerals,Electricity,AP_DEATHS,0.392836229
Austria,2005,Non-metallic minerals,Heat,AP_DEATHS,0.707866393
Austria,2005,Not elsewhere specified in industry,Biomass and Waste,AP_DEATHS,0.45276261
Austria,2005,Not elsewhere specified in industry,Coal,AP_DEATHS,0.181047086
Austria,2005,Not elsewhere specified in industry,Electricity,AP_DEATHS,0.392836229
Austria,2005,Not elsewhere specified in industry,Gas,AP_DEATHS,0.054968155
Austria,2005,Not elsewhere specified in industry,Heat,AP_DEATHS,0.707866393
Austria,2005,Not elsewhere specified in industry,Oil,AP_DEATHS,0.949939131
Austria,2005,Not elsewhere specified in transport,Electricity,AP_DEATHS,0.392836229
Austria,2005,Not elsewhere specified in transport,Gas,AP_DEATHS,1.399800206
Austria,2005,Not elsewhere specified in transport,Heat,AP_DEATHS,0.707866393
Austria,2005,Not elsewhere specified in transport,Oil,AP_DEATHS,3.698293205
Austria,2005,"Paper, pulp & printing",Biomass and Waste,AP_DEATHS,0.413046518
Austria,2005,"Paper, pulp & printing",Coal,AP_DEATHS,0.792109694
Austria,2005,"Paper, pulp & printing",Electricity,AP_DEATHS,0.392836229
Austria,2005,"Paper, pulp & printing",Gas,AP_DEATHS,0.05496916
Austria,2005,"Paper, pulp & printing",Heat,AP_DEATHS,0.707866393
Austria,2005,"Paper, pulp & printing",Oil,AP_DEATHS,1.420801942
Austria,2005,Rail,Electricity,AP_DEATHS,0.392836229
Austria,2005,Rail,Heat,AP_DEATHS,0.707866393
Austria,2005,Rail,Oil,AP_DEATHS,4.913174355
Austria,2005,Road,Electricity,AP_DEATHS,0.392836229
Austria,2005,Road,Gas,AP_DEATHS,0.162138487
Austria,2005,Road,Heat,AP_DEATHS,0.707866393
Austria,2005,Road,Oil,AP_DEATHS,1.811987907
Austria,2005,Average agriculture,Biomass and Waste,Hospital admissions,2.322709755
Austria,2005,Average agriculture,Coal,Hospital admissions,1.874699459
Austria,2005,Average agriculture,Electricity,Hospital admissions,0.41077742
Austria,2005,Average agriculture,Gas,Hospital admissions,0.069655189
Austria,2005,Average agriculture,Heat,Hospital admissions,0.740195299
Austria,2005,Average agriculture,Oil,Hospital admissions,4.883072755
Austria,2005,Average residential,Biomass and Waste,Hospital admissions,3.387608005
Austria,2005,Average residential,Coal,Hospital admissions,4.799276414
Austria,2005,Average residential,Electricity,Hospital admissions,0.41077742
Austria,2005,Average residential,Gas,Hospital admissions,0.06965512
Austria,2005,Average residential,Heat,Hospital admissions,0.740195299
Austria,2005,Average residential,Oil,Hospital admissions,0.462237208
Austria,2005,Average tertiary,Biomass and Waste,Hospital admissions,1.146202872
Austria,2005,Average tertiary,Coal,Hospital admissions,5.97213202
Austria,2005,Average tertiary,Electricity,Hospital admissions,0.41077742
Austria,2005,Average tertiary,Gas,Hospital admissions,0.069655102
Austria,2005,Average tertiary,Heat,Hospital admissions,0.740195299
Austria,2005,Average tertiary,Oil,Hospital admissions,0.612002277
Austria,2005,Average transport,Electricity,Hospital admissions,0.41077742
Austria,2005,Average transport,Gas,Hospital admissions,1.411198958
Austria,2005,Average transport,Heat,Hospital admissions,0.740195299
Austria,2005,Average transport,Oil,Hospital admissions,1.851983382
Austria,2005,Aviation,Electricity,Hospital admissions,0.41077742
Austria,2005,Aviation,Heat,Hospital admissions,0.740195299
Austria,2005,Aviation,Oil,Hospital admissions,0.079869772
Austria,2005,Chemical & petrochemical,Biomass and Waste,Hospital admissions,1.042298646
Austria,2005,Chemical & petrochemical,Coal,Hospital admissions,1.978790257
Austria,2005,Chemical & petrochemical,Electricity,Hospital admissions,0.41077742
Austria,2005,Chemical & petrochemical,Gas,Hospital admissions,0.081757983
Austria,2005,Chemical & petrochemical,Heat,Hospital admissions,0.740195299
Austria,2005,Chemical & petrochemical,Oil,Hospital admissions,0.726737864
Austria,2005,Iron & steel,Biomass and Waste,Hospital admissions,1.122933992
Austria,2005,Iron & steel,Coal,Hospital admissions,0.191503034
Austria,2005,Iron & steel,Electricity,Hospital admissions,0.41077742
Austria,2005,Iron & steel,Gas,Hospital admissions,0.056334897
Austria,2005,Iron & steel,Heat,Hospital admissions,0.740195299
Austria,2005,Iron & steel,Oil,Hospital admissions,0.986661146
Austria,2005,Navigation,Electricity,Hospital admissions,0.41077742
Austria,2005,Navigation,Heat,Hospital admissions,0.740195299
Austria,2005,Navigation,Oil,Hospital admissions,5.281144359
Austria,2005,Non-ferrous metals,Biomass and Waste,Hospital admissions,1.013478396
Austria,2005,Non-ferrous metals,Coal,Hospital admissions,0.18873429
Austria,2005,Non-ferrous metals,Electricity,Hospital admissions,0.41077742
Austria,2005,Non-ferrous metals,Gas,Hospital admissions,0.056334063
Austria,2005,Non-ferrous metals,Heat,Hospital admissions,0.740195299
Austria,2005,Non-ferrous metals,Oil,Hospital admissions,0.596106296
Austria,2005,Non-metallic minerals,Biomass and Waste,Hospital admissions,2.329462762
Austria,2005,Non-metallic minerals,Electricity,Hospital admissions,0.41077742
Austria,2005,Non-metallic minerals,Heat,Hospital admissions,0.740195299
Austria,2005,Not elsewhere specified in industry,Biomass and Waste,Hospital admissions,0.473440693
Austria,2005,Not elsewhere specified in industry,Coal,Hospital admissions,0.189315672
Austria,2005,Not elsewhere specified in industry,Electricity,Hospital admissions,0.41077742
Austria,2005,Not elsewhere specified in industry,Gas,Hospital admissions,0.057478601
Austria,2005,Not elsewhere specified in industry,Heat,Hospital admissions,0.740195299
Austria,2005,Not elsewhere specified in industry,Oil,Hospital admissions,0.99332372
Austria,2005,Not elsewhere specified in transport,Electricity,Hospital admissions,0.41077742
Austria,2005,Not elsewhere specified in transport,Gas,Hospital admissions,1.463730362
Austria,2005,Not elsewhere specified in transport,Heat,Hospital admissions,0.740195299
Austria,2005,Not elsewhere specified in transport,Oil,Hospital admissions,3.867197639
Austria,2005,"Paper, pulp & printing",Biomass and Waste,Hospital admissions,0.43191073
Austria,2005,"Paper, pulp & printing",Coal,Hospital admissions,0.828286069
Austria,2005,"Paper, pulp & printing",Electricity,Hospital admissions,0.41077742
Austria,2005,"Paper, pulp & printing",Gas,Hospital admissions,0.057479652
Austria,2005,"Paper, pulp & printing",Heat,Hospital admissions,0.740195299
Austria,2005,"Paper, pulp & printing",Oil,Hospital admissions,1.485691267
Austria,2005,Rail,Electricity,Hospital admissions,0.41077742
Austria,2005,Rail,Heat,Hospital admissions,0.740195299
Austria,2005,Rail,Oil,Hospital admissions,5.137563523
Austria,2005,Road,Electricity,Hospital admissions,0.41077742
Austria,2005,Road,Gas,Hospital admissions,0.1695435
Austria,2005,Road,Heat,Hospital admissions,0.740195299
Austria,2005,Road,Oil,Hospital admissions,1.894743052
Austria,2005,Average agriculture,Biomass and Waste,Labor force WLD,753.3508068
Austria,2005,Average agriculture,Coal,Labor force WLD,608.0425446
Austria,2005,Average agriculture,Electricity,Labor force WLD,133.2321009
Austria,2005,Average agriculture,Gas,Labor force WLD,22.59205774
Austria,2005,Average agriculture,Heat,Labor force WLD,240.075939
Austria,2005,Average agriculture,Oil,Labor force WLD,1583.782387
Austria,2005,Average residential,Biomass and Waste,Labor force WLD,1098.741338
Austria,2005,Average residential,Coal,Labor force WLD,1556.603769
Austria,2005,Average residential,Electricity,Labor force WLD,133.2321009
Austria,2005,Average residential,Gas,Labor force WLD,22.59203539
Austria,2005,Average residential,Heat,Labor force WLD,240.075939
Austria,2005,Average residential,Oil,Labor force WLD,149.9226379
Austria,2005,Average tertiary,Biomass and Waste,Labor force WLD,371.7609814
Austria,2005,Average tertiary,Coal,Labor force WLD,1937.009334
Austria,2005,Average tertiary,Electricity,Labor force WLD,133.2321009
Austria,2005,Average tertiary,Gas,Labor force WLD,22.59202934
Austria,2005,Average tertiary,Heat,Labor force WLD,240.075939
Austria,2005,Average tertiary,Oil,Labor force WLD,198.4976418
Austria,2005,Average transport,Electricity,Labor force WLD,133.2321009
Austria,2005,Average transport,Gas,Labor force WLD,457.7101685
Austria,2005,Average transport,Heat,Labor force WLD,240.075939
Austria,2005,Average transport,Oil,Labor force WLD,600.6747817
Austria,2005,Aviation,Electricity,Labor force WLD,133.2321009
Austria,2005,Aviation,Heat,Labor force WLD,240.075939
Austria,2005,Aviation,Oil,Labor force WLD,25.90506929
Austria,2005,Chemical & petrochemical,Biomass and Waste,Labor force WLD,338.0605451
Austria,2005,Chemical & petrochemical,Coal,Labor force WLD,641.8034941
Austria,2005,Chemical & petrochemical,Electricity,Labor force WLD,133.2321009
Austria,2005,Chemical & petrochemical,Gas,Labor force WLD,26.51749426
Austria,2005,Chemical & petrochemical,Heat,Labor force WLD,240.075939
Austria,2005,Chemical & petrochemical,Oil,Labor force WLD,235.7111366
Austria,2005,Iron & steel,Biomass and Waste,Labor force WLD,364.2139217
Austria,2005,Iron & steel,Coal,Labor force WLD,62.11235182
Austria,2005,Iron & steel,Electricity,Labor force WLD,133.2321009
Austria,2005,Iron & steel,Gas,Labor force WLD,18.27173641
Austria,2005,Iron & steel,Heat,Labor force WLD,240.075939
Austria,2005,Iron & steel,Oil,Labor force WLD,320.0150035
Austria,2005,Navigation,Electricity,Labor force WLD,133.2321009
Austria,2005,Navigation,Heat,Labor force WLD,240.075939
Austria,2005,Navigation,Oil,Labor force WLD,1712.893466
Austria,2005,Non-ferrous metals,Biomass and Waste,Labor force WLD,328.7129465
Austria,2005,Non-ferrous metals,Coal,Labor force WLD,61.21433343
Austria,2005,Non-ferrous metals,Electricity,Labor force WLD,133.2321009
Austria,2005,Non-ferrous metals,Gas,Labor force WLD,18.27146582
Austria,2005,Non-ferrous metals,Heat,Labor force WLD,240.075939
Austria,2005,Non-ferrous metals,Oil,Labor force WLD,193.3419181
Austria,2005,Non-metallic minerals,Biomass and Waste,Labor force WLD,755.541086
Austria,2005,Non-metallic minerals,Electricity,Labor force WLD,133.2321009
Austria,2005,Non-metallic minerals,Heat,Labor force WLD,240.075939
Austria,2005,Not elsewhere specified in industry,Biomass and Waste,Labor force WLD,153.5563913
Austria,2005,Not elsewhere specified in industry,Coal,Labor force WLD,61.40289966
Austria,2005,Not elsewhere specified in industry,Electricity,Labor force WLD,133.2321009
Austria,2005,Not elsewhere specified in industry,Gas,Labor force WLD,18.64268684
Austria,2005,Not elsewhere specified in industry,Heat,Labor force WLD,240.075939
Austria,2005,Not elsewhere specified in industry,Oil,Labor force WLD,322.1759518
Austria,2005,Not elsewhere specified in transport,Electricity,Labor force WLD,133.2321009
Austria,2005,Not elsewhere specified in transport,Gas,Labor force WLD,474.7482748
Austria,2005,Not elsewhere specified in transport,Heat,Labor force WLD,240.075939
Austria,2005,Not elsewhere specified in transport,Oil,Labor force WLD,1254.292085
Austria,2005,"Paper, pulp & printing",Biomass and Waste,Labor force WLD,140.0865073
Austria,2005,"Paper, pulp & printing",Coal,Labor force WLD,268.6474179
Austria,2005,"Paper, pulp & printing",Electricity,Labor force WLD,133.2321009
Austria,2005,"Paper, pulp & printing",Gas,Labor force WLD,18.64302771
Austria,2005,"Paper, pulp & printing",Heat,Labor force WLD,240.075939
Austria,2005,"Paper, pulp & printing",Oil,Labor force WLD,481.8711042
Austria,2005,Rail,Electricity,Labor force WLD,133.2321009
Austria,2005,Rail,Heat,Labor force WLD,240.075939
Austria,2005,Rail,Oil,Labor force WLD,1666.324265
Austria,2005,Road,Electricity,Labor force WLD,133.2321009
Austria,2005,Road,Gas,Labor force WLD,54.98996673
Austria,2005,Road,Heat,Labor force WLD,240.075939
Austria,2005,Road,Oil,Labor force WLD,614.5435106
Austria,2010,Average agriculture,Biomass and Waste,AP_DEATHS,2.289873162
Austria,2010,Average agriculture,Coal,AP_DEATHS,1.863985484
Austria,2010,Average agriculture,Electricity,AP_DEATHS,0.427875042
Austria,2010,Average agriculture,Gas,AP_DEATHS,0.066636412
Austria,2010,Average agriculture,Heat,AP_DEATHS,0.674241538
Austria,2010,Average agriculture,Oil,AP_DEATHS,2.928716966
Austria,2010,Average residential,Biomass and Waste,AP_DEATHS,3.273099766
Austria,2010,Average residential,Coal,AP_DEATHS,2.495365394
Austria,2010,Average residential,Electricity,AP_DEATHS,0.427875042
Austria,2010,Average residential,Gas,AP_DEATHS,0.066635669
Austria,2010,Average residential,Heat,AP_DEATHS,0.674241538
Austria,2010,Average residential,Oil,AP_DEATHS,0.141241036
Austria,2010,Average tertiary,Biomass and Waste,AP_DEATHS,1.096097868
Austria,2010,Average tertiary,Coal,AP_DEATHS,6.721309284
Austria,2010,Average tertiary,Electricity,AP_DEATHS,0.427875042
Austria,2010,Average tertiary,Gas,AP_DEATHS,0.066636147
Austria,2010,Average tertiary,Heat,AP_DEATHS,0.674241538
Austria,2010,Average tertiary,Oil,AP_DEATHS,0.618408988
Austria,2010,Average transport,Electricity,AP_DEATHS,0.427875042
Austria,2010,Average transport,Gas,AP_DEATHS,1.340187203
Austria,2010,Average transport,Heat,AP_DEATHS,0.674241538
Austria,2010,Average transport,Oil,AP_DEATHS,1.325712808
Austria,2010,Aviation,Electricity,AP_DEATHS,0.427875042
Austria,2010,Aviation,Heat,AP_DEATHS,0.674241538
Austria,2010,Aviation,Oil,AP_DEATHS,0.076408514
Austria,2010,Chemical & petrochemical,Biomass and Waste,AP_DEATHS,0.810672501
Austria,2010,Chemical & petrochemical,Coal,AP_DEATHS,1.13059061
Austria,2010,Chemical & petrochemical,Electricity,AP_DEATHS,0.427875042
Austria,2010,Chemical & petrochemical,Gas,AP_DEATHS,0.070242993
Austria,2010,Chemical & petrochemical,Heat,AP_DEATHS,0.674241538
Austria,2010,Chemical & petrochemical,Oil,AP_DEATHS,0.677287438
Austria,2010,Iron & steel,Biomass and Waste,AP_DEATHS,0.986633583
Austria,2010,Iron & steel,Coal,AP_DEATHS,0.182483664
Austria,2010,Iron & steel,Electricity,AP_DEATHS,0.427875042
Austria,2010,Iron & steel,Gas,AP_DEATHS,0.035975087
Austria,2010,Iron & steel,Heat,AP_DEATHS,0.674241538
Austria,2010,Iron & steel,Oil,AP_DEATHS,0.92392828
Austria,2010,Navigation,Electricity,AP_DEATHS,0.427875042
Austria,2010,Navigation,Heat,AP_DEATHS,0.674241538
Austria,2010,Navigation,Oil,AP_DEATHS,4.91828849
Austria,2010,Non-ferrous metals,Biomass and Waste,AP_DEATHS,0.860900284
Austria,2010,Non-ferrous metals,Coal,AP_DEATHS,0.180554566
Austria,2010,Non-ferrous metals,Electricity,AP_DEATHS,0.427875042
Austria,2010,Non-ferrous metals,Gas,AP_DEATHS,0.035974662
Austria,2010,Non-ferrous metals,Heat,AP_DEATHS,0.674241538
Austria,2010,Non-ferrous metals,Oil,AP_DEATHS,0.770325996
Austria,2010,Non-metallic minerals,Biomass and Waste,AP_DEATHS,1.908401963
Austria,2010,Non-metallic minerals,Electricity,AP_DEATHS,0.427875042
Austria,2010,Non-metallic minerals,Heat,AP_DEATHS,0.674241538
Austria,2010,Not elsewhere specified in industry,Biomass and Waste,AP_DEATHS,0.421553777
Austria,2010,Not elsewhere specified in industry,Coal,AP_DEATHS,0.181229384
Austria,2010,Not elsewhere specified in industry,Electricity,AP_DEATHS,0.427875042
Austria,2010,Not elsewhere specified in industry,Gas,AP_DEATHS,0.04321633
Austria,2010,Not elsewhere specified in industry,Heat,AP_DEATHS,0.674241538
Austria,2010,Not elsewhere specified in industry,Oil,AP_DEATHS,0.815212666
Austria,2010,Not elsewhere specified in transport,Electricity,AP_DEATHS,0.427875042
Austria,2010,Not elsewhere specified in transport,Gas,AP_DEATHS,1.40028309
Austria,2010,Not elsewhere specified in transport,Heat,AP_DEATHS,0.674241538
Austria,2010,Not elsewhere specified in transport,Oil,AP_DEATHS,2.16689169
Austria,2010,"Paper, pulp & printing",Biomass and Waste,AP_DEATHS,0.401397446
Austria,2010,"Paper, pulp & printing",Coal,AP_DEATHS,0.782838217
Austria,2010,"Paper, pulp & printing",Electricity,AP_DEATHS,0.427875042
Austria,2010,"Paper, pulp & printing",Gas,AP_DEATHS,0.043216608
Austria,2010,"Paper, pulp & printing",Heat,AP_DEATHS,0.674241538
Austria,2010,"Paper, pulp & printing",Oil,AP_DEATHS,1.398705757
Austria,2010,Rail,Electricity,AP_DEATHS,0.427875042
Austria,2010,Rail,Heat,AP_DEATHS,0.674241538
Austria,2010,Rail,Oil,AP_DEATHS,4.615706276
Austria,2010,Road,Electricity,AP_DEATHS,0.427875042
Austria,2010,Road,Gas,AP_DEATHS,0.096372039
Austria,2010,Road,Heat,AP_DEATHS,0.674241538
Austria,2010,Road,Oil,AP_DEATHS,1.37282308
Austria,2010,Average agriculture,Biomass and Waste,Hospital admissions,2.440555042
Austria,2010,Average agriculture,Coal,Hospital admissions,1.986642425
Austria,2010,Average agriculture,Electricity,Hospital admissions,0.456030757
Austria,2010,Average agriculture,Gas,Hospital admissions,0.071021328
Austria,2010,Average agriculture,Heat,Hospital admissions,0.718609053
Austria,2010,Average agriculture,Oil,Hospital admissions,3.121437062
Austria,2010,Average residential,Biomass and Waste,Hospital admissions,3.488481488
Austria,2010,Average residential,Coal,Hospital admissions,2.6595694
Austria,2010,Average residential,Electricity,Hospital admissions,0.456030757
Austria,2010,Average residential,Gas,Hospital admissions,0.071020535
Austria,2010,Average residential,Heat,Hospital admissions,0.718609053
Austria,2010,Average residential,Oil,Hospital admissions,0.150535203
Austria,2010,Average tertiary,Biomass and Waste,Hospital admissions,1.168225045
Austria,2010,Average tertiary,Coal,Hospital admissions,7.163595578
Austria,2010,Average tertiary,Electricity,Hospital admissions,0.456030757
Austria,2010,Average tertiary,Gas,Hospital admissions,0.071021045
Austria,2010,Average tertiary,Heat,Hospital admissions,0.718609053
Austria,2010,Average tertiary,Oil,Hospital admissions,0.659102521
Austria,2010,Average transport,Electricity,Hospital admissions,0.456030757
Austria,2010,Average transport,Gas,Hospital admissions,1.428376334
Austria,2010,Average transport,Heat,Hospital admissions,0.718609053
Austria,2010,Average transport,Oil,Hospital admissions,1.412949473
Austria,2010,Aviation,Electricity,Hospital admissions,0.456030757
Austria,2010,Aviation,Heat,Hospital admissions,0.718609053
Austria,2010,Aviation,Oil,Hospital admissions,0.081436469
Austria,2010,Chemical & petrochemical,Biomass and Waste,Hospital admissions,0.864017664
Austria,2010,Chemical & petrochemical,Coal,Hospital admissions,1.204987533
Austria,2010,Chemical & petrochemical,Electricity,Hospital admissions,0.456030757
Austria,2010,Chemical & petrochemical,Gas,Hospital admissions,0.074865235
Austria,2010,Chemical & petrochemical,Heat,Hospital admissions,0.718609053
Austria,2010,Chemical & petrochemical,Oil,Hospital admissions,0.721855384
Austria,2010,Iron & steel,Biomass and Waste,Hospital admissions,1.051557617
Austria,2010,Iron & steel,Coal,Hospital admissions,0.194491745
Austria,2010,Iron & steel,Electricity,Hospital admissions,0.456030757
Austria,2010,Iron & steel,Gas,Hospital admissions,0.038342377
Austria,2010,Iron & steel,Heat,Hospital admissions,0.718609053
Austria,2010,Iron & steel,Oil,Hospital admissions,0.984726079
Austria,2010,Navigation,Electricity,Hospital admissions,0.456030757
Austria,2010,Navigation,Heat,Hospital admissions,0.718609053
Austria,2010,Navigation,Oil,Hospital admissions,5.241929539
Austria,2010,Non-ferrous metals,Biomass and Waste,Hospital admissions,0.917550615
Austria,2010,Non-ferrous metals,Coal,Hospital admissions,0.192435705
Austria,2010,Non-ferrous metals,Electricity,Hospital admissions,0.456030757
Austria,2010,Non-ferrous metals,Gas,Hospital admissions,0.038341925
Austria,2010,Non-ferrous metals,Heat,Hospital admissions,0.718609053
